u_mag,g_mag,r_mag,i_mag,z_mag,cat
19.563,19.349,19.289,19.121,19.226,QSO
19.271,19.224,18.885,18.648,18.119,QSO
22.134,20.041,19.672,19.444,19.268,QSO
18.927,18.791,18.739,18.691,18.692,QSO
19.959,19.557,19.185,19.031,19.039,QSO
19.886,19.397,19.266,19.061,18.994,QSO
16.383,16.376,16.171,15.61,15.975,QSO
20.167,18.427,18.222,18.195,18.187,QSO
20.172,19.962,19.927,19.648,19.72,QSO
19.364,19.088,18.798,18.85,18.652,QSO
19.734,19.474,19.176,19.061,19.029,QSO
19.833,19.149,18.895,18.627,18.588,QSO
20.147,19.883,19.921,19.697,19.622,QSO
19.194,18.875,18.674,18.522,18.118,QSO
19.754,19.357,18.96,18.853,18.65,QSO
20.295,20.375,20.448,20.098,20.202,QSO
19.763,19.419,19.118,19.089,18.654,QSO
19.498,19.381,19.314,19.173,18.996,QSO
18.94,18.796,18.867,18.93,18.861,QSO
19.78,19.451,18.863,18.654,18.172,QSO
20.434,18.898,18.756,18.813,18.849,QSO
19.839,19.586,19.462,19.133,19.058,QSO
25.136,21.482,20.062,19.996,19.736,QSO
18.7,18.469,18.032,18.052,18.036,QSO
18.449,18.403,18.374,18.138,18.162,QSO
19.33,19.101,18.845,18.694,18.772,QSO
18.521,18.247,18.17,17.998,17.957,QSO
25.393,21.929,20.786,19.648,19.75,QSO
19.293,19.203,18.956,18.948,19.015,QSO
20.138,19.647,19.36,19.166,18.977,QSO
18.798,18.784,18.347,18.344,18.463,QSO
19.552,19.213,19.232,18.916,18.615,QSO
19.598,19.21,19.166,19.045,18.871,QSO
19.311,19.101,19.05,18.818,18.667,QSO
20.85,20.446,20.409,20.381,20.05,QSO
20.242,20.101,20.021,19.837,19.698,QSO
19.443,19.411,19.27,18.979,18.892,QSO
19.424,19.375,19.125,19.217,19.352,QSO
18.893,18.453,18.458,18.375,18.44,QSO
19.944,19.468,18.65,18.338,18.081,QSO
19.509,19.168,19.038,18.909,18.85,QSO
19.649,19.429,19.27,19.015,18.983,QSO
19.991,19.47,19.15,19.165,19.071,QSO
20.296,19.648,19.121,19.067,18.851,QSO
19.312,19.207,19.195,18.911,19.121,QSO
20.519,19.711,19.391,19.424,19.466,QSO
20.094,19.722,19.461,19.081,19.085,QSO
19.482,19.325,19.139,19.209,19.12,QSO
20.87,20.13,20.024,19.968,19.693,QSO
19.477,19.243,18.967,19.132,19.008,QSO
19.887,19.803,19.859,19.516,19.315,QSO
20.261,20.194,20.246,19.959,19.998,QSO
19.765,19.501,19.33,19.099,19.014,QSO
20.503,20.466,20.483,20.534,20.244,QSO
19.594,19.489,19.203,19.334,19.335,QSO
22.128,20.452,20.315,20.113,20.045,QSO
18.984,18.827,18.599,18.698,18.604,QSO
19.965,19.34,19.109,19.107,18.872,QSO
19.427,19.139,19.038,18.928,18.652,QSO
20.03,19.714,19.723,19.445,19.486,QSO
20.391,20.085,19.168,18.913,18.437,QSO
20.432,19.826,19.369,18.917,18.762,QSO
20.21,20.356,19.92,20.019,20.285,QSO
20.387,19.916,19.725,19.514,19.433,QSO
19.537,19.254,19.129,19.113,19.019,QSO
18.702,18.409,18.396,18.261,18.198,QSO
21.108,19.227,18.994,18.867,18.816,QSO
20.495,20.439,20.475,20.218,19.931,QSO
20.927,19.984,19.28,18.921,18.591,QSO
19.488,19.034,18.688,18.521,18.318,QSO
20.354,20.204,20.226,20.023,20.039,QSO
19.066,18.923,18.681,18.755,18.763,QSO
19.813,19.656,19.615,19.4,19.36,QSO
20.278,20.261,20.276,20.049,19.856,QSO
19.773,19.731,19.285,19.13,19.182,QSO
19.877,19.51,19.377,19.098,19.154,QSO
20.963,20.799,20.532,20.288,20.634,QSO
18.725,18.598,18.367,18.4,18.445,QSO
19.272,19.169,18.85,18.798,18.873,QSO
18.818,18.763,18.488,18.441,18.395,QSO
20.298,20.023,20.072,19.79,19.657,QSO
19.007,18.944,18.863,18.835,18.665,QSO
23.496,22.105,20.272,19.921,19.811,QSO
19.528,19.193,18.918,19.102,19.126,QSO
18.95,18.892,18.736,18.711,18.763,QSO
19.264,19.147,19.195,18.986,18.871,QSO
20.261,20.183,20.147,20.024,19.769,QSO
19.373,19.237,19.023,19.116,19.217,QSO
20.617,20.047,19.996,19.626,19.531,QSO
20.004,19.508,19.418,19.564,19.471,QSO
19.998,19.564,19.298,18.938,18.815,QSO
19.752,19.472,19.014,18.881,18.875,QSO
20.181,19.913,19.814,19.607,19.329,QSO
19.899,19.606,19.513,19.602,19.481,QSO
18.51,18.311,17.974,17.896,17.939,QSO
18.922,18.864,18.586,18.551,18.638,QSO
18.464,18.13,18.153,18.155,18.075,QSO
20.496,20.492,20.532,20.336,20.369,QSO
19.697,19.457,18.957,18.858,18.862,QSO
17.66,17.422,17.182,16.964,17.057,QSO
20.655,20.093,20.009,19.989,19.85,QSO
19.635,19.491,19.288,19.241,19.491,QSO
21.441,21.266,21.024,20.705,20.665,QSO
19.119,19.028,18.806,18.813,18.945,QSO
19.351,19.146,19.241,19.035,18.959,QSO
20.257,20.236,20.36,20.102,19.939,QSO
20.045,19.823,19.587,19.327,19.317,QSO
19.277,19.169,19.123,18.863,18.969,QSO
22.818,20.788,20.338,20.259,20.322,QSO
19.393,19.345,18.859,18.812,18.762,QSO
19.58,19.03,18.944,18.951,18.8,QSO
20.463,20.398,20.472,20.145,20.076,QSO
19.219,18.959,18.906,18.807,19.017,QSO
19.178,18.932,18.837,18.959,18.714,QSO
18.273,17.847,17.708,17.648,17.456,QSO
20.112,19.937,19.958,19.69,19.679,QSO
19.178,19.069,19.048,18.781,18.838,QSO
21.056,21.021,20.729,20.631,20.872,QSO
18.73,18.625,18.453,18.479,18.489,QSO
19.562,19.554,19.219,19.053,18.461,QSO
23.975,20.908,19.657,19.541,19.479,QSO
18.606,18.475,18.279,18.303,18.179,QSO
19.831,19.652,19.343,19.024,18.913,QSO
18.79,18.16,18.085,17.992,17.735,QSO
19.216,19.065,18.915,18.909,18.677,QSO
16.534,16.551,16.535,15.957,16.055,QSO
19.008,18.973,18.965,18.726,18.731,QSO
19.156,18.993,18.91,18.573,18.576,QSO
20.814,20.289,19.861,19.757,19.655,QSO
18.571,18.499,18.275,18.175,17.847,QSO
18.819,18.889,18.836,18.599,18.605,QSO
20.234,19.831,19.781,19.734,19.758,QSO
20.185,19.343,19.402,19.489,19.066,QSO
18.924,18.621,18.264,18.227,18.33,QSO
19.225,18.863,18.712,18.644,18.537,QSO
20.779,19.647,19.444,19.293,18.905,QSO
19.431,19.113,19.087,18.9,19.023,QSO
20.2,19.841,19.831,19.778,19.552,QSO
21.885,20.914,20.586,20.48,19.907,QSO
19.254,18.703,18.68,18.624,18.494,QSO
19.548,19.37,19.081,18.932,18.598,QSO
20.76,20.489,20.382,20.289,20.128,QSO
19.117,19.152,19.064,18.772,18.664,QSO
19.829,19.025,18.754,18.673,18.43,QSO
19.389,19.077,19.056,18.97,19.102,QSO
18.642,18.528,18.264,18.178,18.247,QSO
18.508,18.273,17.945,18.079,18.055,QSO
18.508,18.146,17.831,17.818,17.691,QSO
22.076,20.348,20.109,20.178,20.033,QSO
20.461,20.47,20.441,20.137,20.04,QSO
20.756,20.297,19.499,19.188,18.816,QSO
18.896,18.745,18.52,18.169,18.26,QSO
20.545,20.138,20.105,20.22,19.85,QSO
19.891,19.116,19.084,19.089,18.807,QSO
20.313,20.008,19.703,19.518,19.212,QSO
17.992,17.496,17.345,17.335,17.139,QSO
20.023,19.878,19.774,19.708,19.723,QSO
19.611,19.327,19.026,18.996,19.002,QSO
19.119,19.008,18.975,18.83,18.801,QSO
17.823,17.417,17.543,17.331,17.056,QSO
18.853,18.524,18.077,18.017,18.029,QSO
19.109,18.944,18.648,18.729,18.76,QSO
20.349,19.886,19.728,19.71,19.413,QSO
18.947,18.849,18.841,18.776,18.293,QSO
20.374,20.369,20.341,19.973,19.994,QSO
24.635,22.088,21.082,20.674,21.104,QSO
19.419,19.004,18.55,18.252,18.373,QSO
18.957,18.811,18.715,18.5,18.521,QSO
18.674,18.218,18.187,18.055,18.185,QSO
19.758,19.753,19.54,19.361,19.343,QSO
19.366,19.27,19.005,18.938,18.998,QSO
19.673,19.351,19.188,18.987,19.015,QSO
20.581,20.466,20.409,20.32,20.235,QSO
19.358,19.07,18.893,18.896,18.79,QSO
18.195,17.606,17.577,17.553,17.349,QSO
19.533,19.399,19.322,19.061,19.185,QSO
19.634,19.494,19.44,19.293,19.322,QSO
20.124,19.858,19.886,19.888,19.676,QSO
19.382,19.312,19.198,19.044,18.73,QSO
20.419,20.386,20.125,19.993,19.849,QSO
17.53,17.038,17.093,16.775,16.79,QSO
19.277,19.16,19.14,18.932,18.893,QSO
19.297,18.742,18.641,18.74,18.616,QSO
24.181,25.584,22.015,20.029,20.037,QSO
19.384,19.127,19.042,18.928,18.678,QSO
18.084,17.564,17.452,17.328,17.145,QSO
19.286,18.988,19.061,18.999,19.07,QSO
20.023,19.575,19.125,19.211,19.045,QSO
18.495,18.279,18.175,18.113,17.899,QSO
20.167,20.223,20.398,20.012,19.963,QSO
19.029,18.847,18.804,18.627,18.599,QSO
18.881,18.715,18.562,18.739,18.605,QSO
21.212,19.411,19.13,18.804,18.966,QSO
18.759,18.451,18.437,18.318,18.405,QSO
18.584,18.146,18.309,18.079,17.893,QSO
21.242,19.636,19.386,19.506,19.418,QSO
19.331,18.93,18.864,18.775,18.579,QSO
20.576,20.564,20.269,20.287,20.711,QSO
19.283,19.12,19.003,18.78,18.815,QSO
19.993,19.573,19.142,19.069,18.996,QSO
23.067,20.484,20.048,19.642,19.2,QSO
21.301,19.941,19.541,19.307,19.192,QSO
19.329,18.943,18.667,18.362,18.288,QSO
21.255,20.584,20.467,20.57,20.434,QSO
18.981,18.809,18.789,18.626,18.3,QSO
18.85,18.705,18.837,18.816,18.394,QSO
19.272,19.298,19.275,18.948,18.916,QSO
19.679,19.039,18.857,18.788,18.635,QSO
20.112,19.923,19.886,19.847,19.838,QSO
18.555,18.487,18.071,17.937,17.994,QSO
19.061,18.864,18.513,18.093,18.026,QSO
19.489,19.237,19.02,18.883,18.643,QSO
18.838,18.767,18.54,18.513,18.529,QSO
19.787,19.56,18.95,18.975,18.447,QSO
20.811,20.059,19.757,19.246,18.949,QSO
19.538,19.408,19.409,19.19,19.165,QSO
19.391,19.086,18.841,18.544,18.531,QSO
19.568,18.993,18.755,18.763,18.549,QSO
19.288,19.095,18.89,19.005,18.963,QSO
19.406,19.163,19.036,18.931,18.721,QSO
20.034,19.659,19.219,18.879,18.548,QSO
22.049,20.685,19.652,19.68,19.636,QSO
20.416,20.289,20.264,20.041,20.09,QSO
20.389,20.342,20.044,20.287,20.634,QSO
18.169,18.125,17.896,17.821,17.906,QSO
17.476,17.216,16.962,17.009,16.98,QSO
20.342,20.016,19.727,19.4,19.376,QSO
19.407,19.193,19.064,18.861,18.884,QSO
19.962,19.674,19.57,19.201,19.274,QSO
25.258,20.147,19.881,19.82,19.43,QSO
20.497,20.389,20.32,20.151,20.003,QSO
17.833,17.62,17.607,17.499,17.527,QSO
18.784,18.51,18.344,18.121,18.122,QSO
18.64,18.572,18.323,18.098,17.677,QSO
18.978,18.898,18.65,18.671,18.818,QSO
18.895,18.781,18.589,18.551,18.087,QSO
19.878,19.688,19.676,19.494,19.524,QSO
18.816,18.65,18.38,18.404,18.392,QSO
20.139,20.369,19.887,19.943,20.039,QSO
19.506,19.322,19.031,18.947,18.95,QSO
19.559,19.261,19.26,19.083,18.781,QSO
22.553,22.106,20.984,20.278,20.012,QSO
20.529,20.37,20.382,20.14,20.11,QSO
18.991,19.055,19.002,18.787,18.663,QSO
20.57,20.307,20.291,20.194,19.843,QSO
20.373,20.502,20.092,20.134,19.974,QSO
20.513,20.014,19.59,19.361,18.867,QSO
19.155,18.868,18.887,18.657,18.711,QSO
20.112,19.847,19.748,19.488,19.441,QSO
18.383,18.388,18.317,18.036,17.982,QSO
18.596,18.334,18.172,18.107,18.007,QSO
19.99,19.555,19.387,18.976,19.012,QSO
23.606,19.39,18.8,18.487,18.336,QSO
19.479,19.323,19.382,19.099,19.242,QSO
19.984,19.679,19.329,19.029,18.976,QSO
19.46,19.363,19.422,19.148,19.221,QSO
19.77,19.082,18.918,18.966,18.646,QSO
18.206,18.057,17.986,17.82,17.683,QSO
20.289,20.005,19.948,19.714,19.84,QSO
22.124,20.572,20.391,20.214,20.187,QSO
20.242,20.312,20.275,19.88,19.862,QSO
19.775,18.977,18.857,18.761,18.506,QSO
20.284,19.909,19.845,19.704,19.688,QSO
21.885,21.382,20.312,19.721,19.219,QSO
20.134,20.109,20.206,19.919,20.079,QSO
20.292,20.237,19.834,19.911,19.968,QSO
18.202,18.038,17.872,17.908,17.833,QSO
19.971,19.493,19.445,19.397,18.996,QSO
19.474,19.309,19.264,19.014,19.008,QSO
24.776,22.035,20.163,20.077,19.954,QSO
19.089,19.041,19.011,18.818,18.824,QSO
19.196,19.07,18.874,18.993,19.13,QSO
20.463,19.99,19.362,18.877,18.826,QSO
18.695,18.626,18.43,18.553,18.63,QSO
19.872,19.393,19.421,19.104,18.94,QSO
20.389,20.195,20.086,20.156,19.917,QSO
19.241,19.091,18.866,18.923,19.029,QSO
19.548,19.093,18.866,18.763,18.792,QSO
19.044,19.097,18.778,18.774,18.9,QSO
19.204,19.117,18.874,18.861,18.711,QSO
19.723,19.448,19.231,18.941,18.968,QSO
19.747,19.638,19.671,19.433,19.384,QSO
19.604,19.455,19.306,19.117,19.143,QSO
19.663,19.576,19.648,19.538,19.325,QSO
19.177,18.802,18.648,18.689,18.618,QSO
19.286,18.976,19.133,18.903,18.893,QSO
19.006,18.837,18.526,18.526,18.664,QSO
19.917,19.756,19.744,19.581,19.61,QSO
19.293,19.134,19.092,18.847,18.812,QSO
20.876,20.568,20.304,19.982,19.922,QSO
19.128,18.986,18.975,18.815,18.842,QSO
24.219,20.543,19.928,19.767,19.599,QSO
19.592,19.781,19.318,19.353,19.382,QSO
19.682,19.693,19.634,19.377,19.15,QSO
19.223,19.174,19.222,19.003,18.944,QSO
18.455,18.176,18.082,18.195,18.153,QSO
18.833,18.314,18.113,17.982,17.74,QSO
19.793,19.501,19.129,19.082,18.978,QSO
19.287,19.203,19.093,19.019,19.013,QSO
19.623,19.265,19.151,19.002,18.806,QSO
17.193,17.056,16.855,16.985,16.566,QSO
19.241,18.904,18.472,17.987,17.679,QSO
24.083,20.278,18.382,17.633,17.506,QSO
17.422,17.327,17.048,17.016,17.092,QSO
20.038,20.056,19.73,19.752,19.807,QSO
19.191,19.15,19.021,18.869,18.94,QSO
20.073,19.854,19.924,19.731,19.789,QSO
20.067,19.827,19.659,19.37,19.341,QSO
19.084,19.004,18.82,18.815,18.966,QSO
18.923,18.778,18.451,18.395,18.002,QSO
18.206,18.105,17.845,17.877,17.934,QSO
24.064,20.064,19.496,19.308,19.487,QSO
19.298,19.097,18.888,18.955,18.851,QSO
22.73,22.22,20.797,19.709,18.981,QSO
19.577,19.282,19.097,19.088,18.953,QSO
19.136,19.178,18.852,18.939,19.021,QSO
19.096,19.037,18.758,18.596,18.06,QSO
20.787,20.42,20.567,20.168,19.986,QSO
20.4,20.414,20.158,20.057,20.128,QSO
18.35,18.098,18.072,18.172,18.306,QSO
19.455,19.494,19.163,19.119,19.29,QSO
21.499,19.417,18.971,18.713,18.426,QSO
19.502,19.273,19.132,19.094,18.946,QSO
19.507,19.199,19.095,18.852,19.064,QSO
20.023,19.996,19.976,19.696,19.407,QSO
18.629,18.372,17.953,17.883,17.302,QSO
21.885,20.834,20.099,19.573,18.947,QSO
19.971,19.742,19.597,19.355,19.282,QSO
20.331,19.897,19.557,19.47,19.491,QSO
20.057,19.797,19.38,19.421,19.384,QSO
19.556,19.001,18.82,18.761,18.553,QSO
16.847,16.541,16.74,16.707,16.837,QSO
18.812,18.757,18.694,18.552,18.469,QSO
20.325,19.759,19.825,19.658,19.545,QSO
19.955,19.963,20.056,19.781,19.633,QSO
23.908,22.65,20.627,20.027,19.668,QSO
20.61,20.15,19.922,19.912,19.821,QSO
19.456,19.403,19.173,19.239,19.29,QSO
19.63,19.46,19.558,19.329,19.305,QSO
19.101,18.807,18.8,18.634,18.611,QSO
18.478,18.325,18.206,18.009,17.976,QSO
19.766,19.588,19.66,19.451,19.574,QSO
19.866,19.483,19.083,18.678,18.447,QSO
18.866,18.654,18.557,18.288,18.285,QSO
19.766,19.417,19.178,19.049,18.715,QSO
19.471,19.281,19.019,19.003,19.089,QSO
18.241,18.13,17.885,17.85,17.872,QSO
18.774,18.649,18.622,18.352,18.343,QSO
19.432,19.211,19.116,18.768,18.227,QSO
20.034,19.658,19.399,19.138,19.076,QSO
19.294,19.177,19.185,19.029,19.06,QSO
19.592,19.164,19.18,19.288,18.952,QSO
19.771,19.443,19.277,18.985,18.902,QSO
19.776,19.532,19.442,19.126,19.164,QSO
20.174,19.783,19.649,19.539,19.369,QSO
21.33,21.242,21.115,20.711,20.499,QSO
20.369,20.137,20.022,20.133,20.0,QSO
20.335,20.051,19.92,19.564,19.474,QSO
20.47,19.69,19.403,19.134,19.031,QSO
24.239,20.224,19.404,19.16,19.123,QSO
19.679,19.746,19.415,19.482,19.52,QSO
19.411,19.134,19.093,18.799,18.691,QSO
20.283,20.245,19.991,19.941,20.151,QSO
18.863,18.68,18.532,18.601,18.494,QSO
18.979,18.751,18.435,18.372,18.062,QSO
19.143,18.951,18.63,18.658,18.797,QSO
20.792,20.255,20.369,20.342,19.847,QSO
19.415,19.248,18.891,18.904,19.029,QSO
19.717,19.563,19.526,19.411,19.378,QSO
20.06,19.29,18.673,18.477,18.657,QSO
19.623,19.506,19.162,19.038,18.886,QSO
19.442,19.399,19.281,19.039,19.063,QSO
20.029,19.902,19.682,19.491,19.379,QSO
19.595,19.352,18.77,18.829,18.844,QSO
19.403,18.953,18.913,18.975,18.843,QSO
19.293,19.248,18.974,18.945,18.902,QSO
21.569,20.289,19.316,19.201,19.078,QSO
19.124,18.43,18.426,18.347,18.071,QSO
19.936,19.873,19.773,19.506,19.538,QSO
21.392,21.181,20.32,19.869,19.544,QSO
19.377,19.357,19.204,19.25,19.457,QSO
19.634,19.525,19.335,19.342,19.324,QSO
18.063,17.806,17.485,17.482,17.512,QSO
18.595,18.346,18.302,18.236,18.025,QSO
20.233,20.2,19.945,19.491,19.191,QSO
18.691,18.852,18.928,18.729,18.681,QSO
20.917,20.61,20.542,20.848,20.802,QSO
23.78,20.4,19.308,19.171,19.119,QSO
19.222,19.095,18.927,18.83,18.659,QSO
19.372,19.128,18.975,18.922,18.808,QSO
18.398,18.431,18.371,18.145,18.029,QSO
18.595,18.413,18.023,18.09,18.208,QSO
19.82,19.518,19.216,19.031,19.028,QSO
19.878,19.63,19.372,19.174,18.788,QSO
18.297,18.341,18.254,17.975,17.874,QSO
24.216,20.623,20.227,20.087,20.034,QSO
19.992,19.588,19.489,19.316,18.827,QSO
21.178,20.083,19.42,19.152,18.67,QSO
20.282,19.625,19.089,18.814,18.615,QSO
21.967,20.125,19.965,19.931,19.62,QSO
19.396,18.771,18.675,18.559,18.356,QSO
19.796,19.663,19.543,19.708,19.684,QSO
18.181,18.214,18.048,17.79,17.743,QSO
19.879,19.836,19.578,19.516,19.622,QSO
19.18,19.134,19.04,18.743,18.779,QSO
19.368,19.068,18.994,18.882,18.804,QSO
18.715,18.718,18.671,18.384,18.34,QSO
19.479,18.881,18.551,18.562,18.299,QSO
20.396,20.017,20.037,19.979,19.776,QSO
19.511,19.258,19.169,18.951,18.965,QSO
23.352,19.953,19.514,19.375,19.422,QSO
20.641,20.304,20.233,20.141,19.7,QSO
18.947,18.908,18.904,18.78,18.795,QSO
20.646,20.337,20.27,20.027,19.834,QSO
19.992,19.673,19.5,19.178,19.134,QSO
20.197,20.339,20.259,20.243,19.976,QSO
20.173,20.312,20.168,20.099,20.556,QSO
20.076,19.448,19.2,18.814,18.586,QSO
17.887,17.766,17.637,17.491,17.399,QSO
19.761,19.352,19.129,19.074,18.868,QSO
20.52,20.401,20.518,20.009,20.061,QSO
18.437,17.999,18.078,18.029,18.035,QSO
18.866,18.759,18.581,18.387,18.466,QSO
19.565,19.293,19.029,19.041,19.036,QSO
19.548,19.426,19.324,19.102,19.204,QSO
19.253,18.981,18.98,19.142,18.911,QSO
19.78,19.289,18.892,18.759,18.767,QSO
19.354,19.208,19.015,18.986,18.921,QSO
24.965,21.031,20.432,20.215,20.068,QSO
20.477,20.266,20.182,19.987,19.89,QSO
19.806,19.602,19.332,19.277,19.287,QSO
19.608,19.331,19.207,18.951,18.829,QSO
21.63,19.974,19.776,19.573,19.699,QSO
18.094,18.068,18.043,17.887,17.824,QSO
19.343,19.148,19.059,18.891,18.653,QSO
18.953,18.644,18.498,18.512,18.51,QSO
20.608,20.394,20.52,20.268,20.67,QSO
19.199,19.14,18.912,18.762,18.848,QSO
20.356,20.254,20.334,20.06,20.12,QSO
20.584,20.357,20.457,20.193,19.829,QSO
20.25,20.107,20.027,19.812,19.688,QSO
23.246,20.418,19.967,19.891,19.744,QSO
20.102,19.917,19.819,19.452,19.404,QSO
19.561,19.493,19.544,19.441,19.299,QSO
18.885,18.669,18.529,18.306,18.451,QSO
19.206,18.806,18.885,18.713,18.704,QSO
20.24,19.926,19.706,19.494,19.507,QSO
20.089,19.365,19.287,19.175,18.788,QSO
18.878,18.449,18.426,18.239,18.273,QSO
19.728,19.478,19.052,18.811,18.78,QSO
20.707,20.104,19.86,19.356,18.926,QSO
19.203,19.079,19.014,18.827,19.046,QSO
19.404,19.044,18.7,18.627,18.671,QSO
18.698,18.612,18.611,18.556,18.54,QSO
20.232,19.836,19.528,19.253,19.276,QSO
19.426,19.235,19.135,19.094,18.935,QSO
17.93,17.863,17.565,17.464,17.485,QSO
19.962,19.42,19.305,19.105,18.767,QSO
20.38,20.046,19.958,19.864,19.694,QSO
19.123,18.667,18.247,18.107,18.11,QSO
20.416,19.853,19.76,19.488,19.284,QSO
18.891,18.723,18.704,18.574,18.357,QSO
20.834,20.246,19.496,19.316,18.889,QSO
19.404,19.368,19.136,19.114,19.153,QSO
20.257,20.186,20.241,20.06,19.823,QSO
19.203,19.09,19.025,19.061,19.038,QSO
19.944,19.779,19.588,19.712,19.579,QSO
20.586,20.504,20.311,20.333,20.235,QSO
19.509,19.414,19.201,19.086,19.144,QSO
19.331,19.114,18.663,18.629,18.683,QSO
20.099,20.07,20.022,19.898,19.709,QSO
24.016,21.911,20.264,20.052,20.068,QSO
19.517,19.515,19.24,19.284,19.35,QSO
18.394,18.275,18.138,18.13,17.972,QSO
18.312,18.191,17.919,17.896,17.95,QSO
18.602,18.321,18.239,18.0,17.962,QSO
19.154,18.997,18.769,18.737,18.626,QSO
19.12,19.147,19.041,19.084,19.198,QSO
20.297,20.051,19.758,19.824,19.722,QSO
19.083,19.009,19.0,18.808,18.631,QSO
17.648,17.486,17.554,17.515,17.439,QSO
23.181,19.995,19.715,19.468,19.432,QSO
18.238,18.138,17.978,17.987,18.048,QSO
19.241,18.965,18.589,18.271,18.042,QSO
19.484,19.161,18.943,18.783,18.458,QSO
19.093,19.05,19.037,18.805,18.716,QSO
19.978,19.78,19.729,19.484,19.616,QSO
20.102,19.482,19.505,19.26,19.022,QSO
20.397,19.927,20.059,19.858,19.978,QSO
19.985,19.689,19.593,19.551,19.402,QSO
19.265,19.169,18.957,18.993,18.967,QSO
19.371,19.166,19.149,19.242,19.142,QSO
19.13,18.972,18.873,18.746,18.647,QSO
19.43,19.217,19.111,19.022,18.895,QSO
19.817,19.62,19.698,19.33,19.267,QSO
19.222,19.168,18.94,18.911,18.892,QSO
19.299,19.117,18.871,18.998,19.011,QSO
20.554,20.23,20.248,20.106,20.249,QSO
18.53,18.417,18.5,18.529,18.183,QSO
19.357,19.16,18.931,18.751,18.777,QSO
23.991,20.378,19.369,19.335,19.321,QSO
19.27,19.006,19.137,18.955,18.831,QSO
19.526,19.307,19.15,18.946,19.078,QSO
20.064,19.813,19.744,19.843,19.551,QSO
18.604,18.261,18.116,18.146,18.134,QSO
19.718,19.515,19.452,19.219,19.194,QSO
19.491,19.312,19.094,18.89,18.885,QSO
19.282,19.096,18.758,18.792,18.869,QSO
23.631,21.212,20.771,20.166,19.761,QSO
20.223,20.041,19.969,19.918,19.626,QSO
19.898,19.626,19.63,19.358,19.093,QSO
18.68,18.347,18.317,18.251,18.091,QSO
20.171,20.104,19.806,19.855,19.786,QSO
21.183,19.952,19.567,19.287,18.845,QSO
18.856,18.375,18.355,18.218,17.99,QSO
19.958,19.45,19.091,18.744,18.69,QSO
20.187,19.78,19.546,19.24,18.926,QSO
19.879,19.338,19.188,19.123,18.854,QSO
19.792,19.286,19.189,19.038,19.136,QSO
19.681,19.269,19.116,19.023,18.792,QSO
19.703,19.409,19.182,19.005,18.653,QSO
18.939,18.869,18.644,18.637,18.112,QSO
19.499,19.109,18.803,18.603,18.502,QSO
19.226,18.971,18.785,18.819,18.715,QSO
20.579,20.115,19.904,19.725,19.509,QSO
19.47,19.322,19.167,18.96,18.807,QSO
18.839,18.706,18.4,18.086,18.099,QSO
19.423,19.262,19.198,19.017,19.069,QSO
19.767,19.052,18.852,18.818,18.549,QSO
19.595,19.409,19.128,19.097,19.082,QSO
19.329,19.037,18.889,18.885,18.675,QSO
18.862,18.479,18.229,18.146,17.579,QSO
19.338,19.284,19.158,19.086,18.632,QSO
19.801,19.562,19.262,19.076,18.92,QSO
16.986,16.901,16.909,16.975,16.537,QSO
19.447,19.096,18.741,18.647,18.382,QSO
20.238,20.02,19.656,19.631,19.503,QSO
18.841,18.725,18.49,18.306,18.148,QSO
21.886,19.916,19.623,19.564,19.592,QSO
20.557,20.368,20.265,20.062,20.12,QSO
19.267,19.036,18.798,18.813,18.728,QSO
19.266,19.217,19.014,19.109,19.216,QSO
17.966,17.875,17.691,17.743,17.799,QSO
20.587,19.928,19.79,19.9,19.732,QSO
19.432,19.469,19.296,19.16,19.099,QSO
18.997,18.746,18.728,18.571,18.568,QSO
20.836,19.355,19.194,19.159,19.122,QSO
21.167,20.054,20.006,19.656,19.233,QSO
18.839,18.579,18.73,18.556,18.517,QSO
19.766,19.345,18.966,18.675,18.348,QSO
18.912,18.637,18.435,18.433,17.88,QSO
19.82,19.659,19.526,19.202,19.1,QSO
19.735,19.474,19.367,19.122,19.177,QSO
20.41,19.395,18.889,18.333,18.346,QSO
20.738,20.359,20.318,20.206,19.926,QSO
20.073,19.407,19.295,19.024,18.874,QSO
19.046,19.01,18.896,19.011,19.099,QSO
20.646,20.48,20.399,20.051,20.003,QSO
22.894,22.63,20.639,20.172,20.271,QSO
22.02,19.295,19.087,19.092,18.9,QSO
19.361,19.033,18.685,18.812,18.789,QSO
19.775,19.1,18.931,18.928,18.765,QSO
19.626,19.322,18.899,18.715,18.738,QSO
19.936,19.316,19.176,19.105,18.947,QSO
19.473,19.218,19.047,19.034,19.017,QSO
24.695,19.856,18.703,18.455,18.214,QSO
23.842,20.59,20.113,20.12,20.027,QSO
18.104,18.07,18.1,17.873,17.829,QSO
19.049,18.996,18.999,18.77,18.791,QSO
18.776,18.695,18.699,18.513,18.449,QSO
18.811,18.764,18.667,18.778,18.81,QSO
17.43,17.344,17.111,17.052,17.161,QSO
20.021,19.953,19.823,19.421,19.224,QSO
19.4,19.279,19.007,19.082,19.153,QSO
19.267,19.232,19.112,18.926,18.785,QSO
19.507,19.052,19.018,19.155,18.944,QSO
19.81,19.682,19.594,19.348,19.139,QSO
18.988,18.793,18.568,18.493,18.338,QSO
19.469,19.36,18.998,18.901,18.945,QSO
19.959,19.813,19.511,19.793,19.572,QSO
20.334,19.657,19.371,19.055,18.866,QSO
20.031,19.43,19.19,19.128,18.851,QSO
